Each numbered origami of degree  6  is represented as follows.
The format is (x,y,\epsilon), where x and y are shown as cycles, and \epsilon is shown as a list with + as 0 and - as 1.
O_ 197  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 0 1 1 0 0] ), abelian= False
O_ 198  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 1 1 1 0 0] ), abelian= False
O_ 199  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 200  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 1 0 0 1 0] ), abelian= False
O_ 201  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 0 1 0 1 0] ), abelian= False
O_ 202  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 1 1 0 1 0] ), abelian= False
O_ 203  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 0 0 1 1 0] ), abelian= False
O_ 204  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 1 0 1 1 0] ), abelian= False
O_ 205  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 0 1 1 1 0] ), abelian= False
O_ 206  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 1 1 1 1 0] ), abelian= False
O_ 207  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 0 0 0 0 1] ), abelian= False
O_ 208  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 1 0 0 0 1] ), abelian= False
O_ 209  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 0 1 0 0 1] ), abelian= False
O_ 210  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 1 1 0 0 1] ), abelian= False
O_ 211  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 0 0 1 0 1] ), abelian= False
O_ 212  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 1 0 1 0 1] ), abelian= False
O_ 213  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 0 1 1 0 1] ), abelian= False
O_ 214  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 1 1 1 0 1] ), abelian= False
O_ 215  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 0 0 0 1 1] ), abelian= False
O_ 216  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 1 0 0 1 1] ), abelian= False
O_ 217  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 0 1 0 1 1] ), abelian= False
O_ 218  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 1 1 0 1 1] ), abelian= False
O_ 219  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 0 0 1 1 1] ), abelian= False
O_ 220  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 1 0 1 1 1] ), abelian= False
O_ 221  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 0 1 1 1 1] ), abelian= False
O_ 222  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 4, 3, 5]] [0 1 1 1 1 1] ), abelian= True
O_ 223  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3], [4]] [0 0 0 0 0 0] ), abelian= True
O_ 224  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3], [4]] [0 1 0 0 0 0] ), abelian= False
O_ 225  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3], [4]] [0 0 1 0 0 0] ), abelian= False
O_ 226  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3], [4]] [0 1 1 0 0 0] ), abelian= False
O_ 227  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3], [4]] [0 0 0 1 0 0] ), abelian= False
O_ 228  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3], [4]] [0 1 0 1 0 0] ), abelian= False
O_ 229  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3], [4]] [0 0 1 1 0 0] ), abelian= False
O_ 230  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3], [4]] [0 1 1 1 0 0] ), abelian= False
O_ 231  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3], [4]] [0 0 0 0 0 1] ), abelian= False
O_ 232  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3], [4]] [0 1 0 0 0 1] ), abelian= False
O_ 233  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3], [4]] [0 0 1 0 0 1] ), abelian= False
O_ 234  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3], [4]] [0 1 1 0 0 1] ), abelian= False
O_ 235  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3], [4]] [0 0 0 1 0 1] ), abelian= False
O_ 236  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3], [4]] [0 1 0 1 0 1] ), abelian= False
O_ 237  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3], [4]] [0 0 1 1 0 1] ), abelian= False
O_ 238  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3], [4]] [0 1 1 1 0 1] ), abelian= True
O_ 239  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 4], [3]] [0 0 0 0 0 0] ), abelian= True
O_ 240  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 4], [3]] [0 1 0 0 0 0] ), abelian= False
O_ 241  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 4], [3]] [0 1 1 0 0 0] ), abelian= False
O_ 242  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 4], [3]] [0 0 0 0 1 0] ), abelian= False
O_ 243  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 4], [3]] [0 1 0 0 1 0] ), abelian= False
O_ 244  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 4], [3]] [0 0 1 0 1 0] ), abelian= False
O_ 245  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 4], [3]] [0 0 0 0 1 1] ), abelian= False
O_ 246  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 0 0 0 0 0] ), abelian= True
O_ 247  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 1 0 0 0 0] ), abelian= False
O_ 248  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 0 1 0 0 0] ), abelian= False
O_ 249  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 1 1 0 0 0] ), abelian= False
O_ 250  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 0 0 1 0 0] ), abelian= False
O_ 251  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 1 0 1 0 0] ), abelian= False
O_ 252  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 0 1 1 0 0] ), abelian= False
O_ 253  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 1 1 1 0 0] ), abelian= False
O_ 254  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 0 0 0 1 0] ), abelian= False
O_ 255  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 1 0 0 1 0] ), abelian= False
O_ 256  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 0 1 0 1 0] ), abelian= False
O_ 257  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 1 1 0 1 0] ), abelian= False
O_ 258  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 0 0 1 1 0] ), abelian= False
O_ 259  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 1 0 1 1 0] ), abelian= False
O_ 260  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 0 1 1 1 0] ), abelian= False
O_ 261  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 1 1 1 1 0] ), abelian= False
O_ 262  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 0 0 0 0 1] ), abelian= False
O_ 263  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 1 0 0 0 1] ), abelian= False
O_ 264  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 0 1 0 0 1] ), abelian= False
O_ 265  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 1 1 0 0 1] ), abelian= False
O_ 266  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 0 0 1 0 1] ), abelian= False
O_ 267  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 1 0 1 0 1] ), abelian= False
O_ 268  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 0 1 1 0 1] ), abelian= False
O_ 269  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 1 1 1 0 1] ), abelian= False
O_ 270  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 0 0 0 1 1] ), abelian= False
O_ 271  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 1 0 0 1 1] ), abelian= False
O_ 272  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 0 1 0 1 1] ), abelian= False
O_ 273  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 1 1 0 1 1] ), abelian= False
O_ 274  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 0 0 1 1 1] ), abelian= False
O_ 275  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 1 0 1 1 1] ), abelian= False
O_ 276  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 0 1 1 1 1] ), abelian= False
O_ 277  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5, 3, 4]] [0 1 1 1 1 1] ), abelian= True
O_ 278  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5], [3, 4]] [0 0 0 0 0 0] ), abelian= True
O_ 279  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5], [3, 4]] [0 1 0 0 0 0] ), abelian= False
O_ 280  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5], [3, 4]] [0 0 1 0 0 0] ), abelian= False
O_ 281  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5], [3, 4]] [0 1 1 0 0 0] ), abelian= False
O_ 282  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5], [3, 4]] [0 0 0 1 0 0] ), abelian= False
O_ 283  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5], [3, 4]] [0 1 0 1 0 0] ), abelian= False
O_ 284  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5], [3, 4]] [0 0 1 1 0 0] ), abelian= False
O_ 285  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5], [3, 4]] [0 1 1 1 0 0] ), abelian= False
O_ 286  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5], [3, 4]] [0 0 0 0 0 1] ), abelian= False
O_ 287  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5], [3, 4]] [0 1 0 0 0 1] ), abelian= False
O_ 288  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5], [3, 4]] [0 0 1 0 0 1] ), abelian= False
O_ 289  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5], [3, 4]] [0 1 1 0 0 1] ), abelian= True
O_ 290  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5], [3, 4]] [0 0 0 1 0 1] ), abelian= False
O_ 291  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5], [3, 4]] [0 1 0 1 0 1] ), abelian= False
O_ 292  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5], [3, 4]] [0 0 1 1 0 1] ), abelian= False
O_ 293  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 2, 5], [3, 4]] [0 1 1 1 0 1] ), abelian= False
O_ 294  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5], [2], [4]] [0 0 0 0 0 0] ), abelian= True
O_ 295  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5], [2], [4]] [0 1 0 0 0 0] ), abelian= False
O_ 296  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5], [2], [4]] [0 1 0 1 0 0] ), abelian= False
O_ 297  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5], [2], [4]] [0 1 0 1 0 1] ), abelian= True
O_ 298  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5, 2, 4]] [0 0 0 0 0 0] ), abelian= True
O_ 299  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5, 2, 4]] [0 1 0 0 0 0] ), abelian= False
O_ 300  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5, 2, 4]] [0 0 1 0 0 0] ), abelian= False
O_ 301  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5, 2, 4]] [0 1 1 0 0 0] ), abelian= False
O_ 302  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5, 2, 4]] [0 0 0 1 0 0] ), abelian= False
O_ 303  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5, 2, 4]] [0 1 0 1 0 0] ), abelian= False
O_ 304  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5, 2, 4]] [0 0 1 1 0 0] ), abelian= False
O_ 305  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5, 2, 4]] [0 1 1 1 0 0] ), abelian= False
O_ 306  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5, 2, 4]] [0 1 0 0 1 0] ), abelian= False
O_ 307  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5, 2, 4]] [0 0 1 0 1 0] ), abelian= False
O_ 308  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5, 2, 4]] [0 1 1 0 1 0] ), abelian= False
O_ 309  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5, 2, 4]] [0 1 0 1 1 0] ), abelian= False
O_ 310  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5, 2, 4]] [0 0 1 1 1 0] ), abelian= False
O_ 311  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5, 2, 4]] [0 1 1 1 1 0] ), abelian= False
O_ 312  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5, 2, 4]] [0 1 0 0 0 1] ), abelian= False
O_ 313  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5, 2, 4]] [0 1 1 0 0 1] ), abelian= False
O_ 314  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5, 2, 4]] [0 1 0 1 0 1] ), abelian= False
O_ 315  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5, 2, 4]] [0 1 1 1 0 1] ), abelian= False
O_ 316  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5, 2, 4]] [0 1 1 0 1 1] ), abelian= False
O_ 317  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5, 2, 4]] [0 1 1 1 1 1] ), abelian= True
O_ 318  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5], [2, 4]] [0 0 0 0 0 0] ), abelian= True
O_ 319  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5], [2, 4]] [0 1 0 0 0 0] ), abelian= False
O_ 320  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5], [2, 4]] [0 0 1 0 0 0] ), abelian= False
O_ 321  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5], [2, 4]] [0 1 1 0 0 0] ), abelian= False
O_ 322  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5], [2, 4]] [0 0 0 1 0 0] ), abelian= False
O_ 323  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5], [2, 4]] [0 1 0 1 0 0] ), abelian= False
O_ 324  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5], [2, 4]] [0 0 1 1 0 0] ), abelian= False
O_ 325  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5], [2, 4]] [0 1 1 1 0 0] ), abelian= False
O_ 326  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5], [2, 4]] [0 1 0 0 0 1] ), abelian= False
O_ 327  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5], [2, 4]] [0 1 1 0 0 1] ), abelian= False
O_ 328  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5], [2, 4]] [0 1 0 1 0 1] ), abelian= True
O_ 329  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 5], [2, 4]] [0 1 1 1 0 1] ), abelian= False
O_ 330  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3], [2, 5], [4]] [0 0 0 0 0 0] ), abelian= True
O_ 331  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3], [2, 5], [4]] [0 1 0 0 0 0] ), abelian= False
O_ 332  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3], [2, 5], [4]] [0 0 1 0 0 0] ), abelian= False
O_ 333  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3], [2, 5], [4]] [0 1 1 0 0 0] ), abelian= False
O_ 334  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4], [2, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 335  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4], [2, 5]] [0 1 0 0 0 0] ), abelian= False
O_ 336  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4], [2, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 337  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4], [2, 5]] [0 1 1 0 0 0] ), abelian= False
O_ 338  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4], [2, 5]] [0 0 0 1 0 0] ), abelian= False
O_ 339  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4], [2, 5]] [0 1 0 1 0 0] ), abelian= False
O_ 340  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4], [2, 5]] [0 0 1 1 0 0] ), abelian= False
O_ 341  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4], [2, 5]] [0 1 1 1 0 0] ), abelian= False
O_ 342  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4], [2, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 343  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4], [2, 5]] [0 1 0 0 1 0] ), abelian= False
O_ 344  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4], [2, 5]] [0 0 1 0 1 0] ), abelian= False
O_ 345  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4], [2, 5]] [0 1 1 0 1 0] ), abelian= False
O_ 346  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4], [2, 5]] [0 0 0 1 1 0] ), abelian= False
O_ 347  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4], [2, 5]] [0 1 0 1 1 0] ), abelian= True
O_ 348  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4], [2, 5]] [0 0 1 1 1 0] ), abelian= False
O_ 349  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4], [2, 5]] [0 1 1 1 1 0] ), abelian= False
O_ 350  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 351  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 1 0 0 0 0] ), abelian= False
O_ 352  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 353  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 1 1 0 0 0] ), abelian= False
O_ 354  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 0 0 1 0 0] ), abelian= False
O_ 355  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 1 0 1 0 0] ), abelian= False
O_ 356  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 0 1 1 0 0] ), abelian= False
O_ 357  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 1 1 1 0 0] ), abelian= False
O_ 358  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 359  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 1 0 0 1 0] ), abelian= False
O_ 360  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 0 1 0 1 0] ), abelian= False
O_ 361  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 1 1 0 1 0] ), abelian= False
O_ 362  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 0 0 1 1 0] ), abelian= False
O_ 363  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 1 0 1 1 0] ), abelian= False
O_ 364  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 0 1 1 1 0] ), abelian= False
O_ 365  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 1 1 1 1 0] ), abelian= False
O_ 366  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 0 0 0 0 1] ), abelian= False
O_ 367  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 1 0 0 0 1] ), abelian= False
O_ 368  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 0 1 0 0 1] ), abelian= False
O_ 369  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 1 1 0 0 1] ), abelian= False
O_ 370  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 0 0 1 0 1] ), abelian= False
O_ 371  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 1 0 1 0 1] ), abelian= False
O_ 372  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 0 1 1 0 1] ), abelian= False
O_ 373  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 1 1 1 0 1] ), abelian= False
O_ 374  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 0 0 0 1 1] ), abelian= False
O_ 375  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 1 0 0 1 1] ), abelian= False
O_ 376  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 0 1 0 1 1] ), abelian= False
O_ 377  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 1 1 0 1 1] ), abelian= False
O_ 378  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 0 0 1 1 1] ), abelian= False
O_ 379  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 1 0 1 1 1] ), abelian= False
O_ 380  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 0 1 1 1 1] ), abelian= False
O_ 381  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 3, 4, 2, 5]] [0 1 1 1 1 1] ), abelian= True
O_ 382  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 4, 3, 2, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 383  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 4, 3, 2, 5]] [0 1 0 0 0 0] ), abelian= False
O_ 384  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 4, 3, 2, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 385  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 4, 3, 2, 5]] [0 1 1 0 0 0] ), abelian= False
O_ 386  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 4, 3, 2, 5]] [0 0 0 1 0 0] ), abelian= False
O_ 387  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 4, 3, 2, 5]] [0 1 0 1 0 0] ), abelian= False
O_ 388  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 4, 3, 2, 5]] [0 0 1 1 0 0] ), abelian= False
O_ 389  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 4, 3, 2, 5]] [0 1 1 1 0 0] ), abelian= False
O_ 390  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 4, 3, 2, 5]] [0 1 0 0 1 0] ), abelian= False
O_ 391  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 4, 3, 2, 5]] [0 0 1 0 1 0] ), abelian= False
O_ 392  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 4, 3, 2, 5]] [0 1 1 0 1 0] ), abelian= False
O_ 393  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 4, 3, 2, 5]] [0 1 0 1 1 0] ), abelian= False
O_ 394  = ( [[0, 1, 2, 3, 4, 5]] [[0], [1, 4, 3, 2, 5]] [0 0 1 1 1 0] ), abelian= False
